#,Priority,problemUrl,topic,subTopic,striver_video,neetcode_video
281,Must Do,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,Stacks,Stack Basics & Monotonic Stack,,
282,Must Do,https://leetcode.com/problems/backspace-string-compare,Stacks,Stack Basics & Monotonic Stack,,
283,Must Do,https://leetcode.com/problems/min-stack,Stacks,Design Problems,▶ Striver,▶ NeetCode
284,Must Do,https://leetcode.com/problems/daily-temperatures,Stacks,Monotonic Stack,▶ Striver,▶ NeetCode
285,Must Do,https://leetcode.com/problems/evaluate-reverse-polish-notation,Stacks,Expression Evaluation,▶ Striver,▶ NeetCode
286,Must Do,https://leetcode.com/problems/asteroid-collision,Stacks,Stack Basics & Monotonic Stack,▶ Striver,▶ NeetCode
287,Must Do,https://leetcode.com/problems/online-stock-span,Stacks,Monotonic Stack,▶ Striver,▶ NeetCode
288,Must Do,https://leetcode.com/problems/largest-rectangle-in-histogram,Stacks,Monotonic Stack,▶ Striver,▶ NeetCode
289,Must Do,https://leetcode.com/problems/basic-calculator,Stacks,Expression Evaluation,,
290,Must Do,https://leetcode.com/problems/maximal-rectangle,Stacks,Monotonic Stack,▶ Striver,▶ NeetCode
291,Extra,https://leetcode.com/problems/132-pattern,Stacks,,,
292,Extra,https://leetcode.com/problems/design-circular-queue,Stacks,Design Problems,,
293,Extra,https://leetcode.com/problems/lru-cache,Stacks,Design Problems,▶ Striver,▶ NeetCode
294,Extra,https://www.interviewbit.com/problems/min-stack,Stacks,Design Problems,,
295,Extra,https://leetcode.com/problems/basic-calculator-ii,Stacks,Expression Evaluation,,
296,Extra,https://www.interviewbit.com/problems/evaluate-expression,Stacks,Expression Evaluation,,
297,Extra,https://codeforces.com/problemset/problem/1691/C,Stacks,Monotonic Stack,,
298,Extra,https://www.interviewbit.com/problems/nearest-smaller-element,Stacks,Monotonic Stack,▶ Striver,▶ NeetCode
299,Extra,https://codeforces.com/problemset/problem/1579/E,Stacks,Sliding Window & Deque,,
300,Extra,https://leetcode.com/problems/constrained-subsequence-sum,Stacks,Sliding Window & Deque,,
301,Extra,https://leetcode.com/problems/jump-game-vi,Stacks,Sliding Window & Deque,,
302,Extra,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Stacks,Sliding Window & Deque,,
303,Extra,https://www.interviewbit.com/problems/sliding-window-maximum,Stacks,Sliding Window & Deque,,
304,Extra,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,Stacks,Sliding Window & Monotonic Queue,,
305,Extra,https://www.geeksforgeeks.org/find-the-maximum-of-minimums-for-every-window-size-in-a-given-array,Stacks,Sliding Window & Monotonic Queue,,
306,Extra,https://codeforces.com/problemset/problem/1506/E,Stacks,Stack Basics & Monotonic Stack,,
307,Extra,https://www.codechef.com/problems/COMPILER,Stacks,Stack Basics & Monotonic Stack,,
308,Extra,https://www.codechef.com/problems/STACKS,Stacks,Stack Basics & Monotonic Stack,,
309,Extra,https://www.geeksforgeeks.org/next-greater-element,Stacks,Stack Basics & Monotonic Stack,,
310,Extra,https://www.geeksforgeeks.org/previous-greater-element,Stacks,Stack Basics & Monotonic Stack,,
311,Must Do,https://leetcode.com/problems/count-good-nodes-in-binary-tree,Trees,Tree Traversals (Must Know),,
312,Must Do,https://leetcode.com/problems/binary-tree-inorder-traversal,Trees,Traversal,▶ Striver,▶ NeetCode
313,Must Do,https://leetcode.com/problems/binary-tree-preorder-traversal,Trees,Tree Traversals — Must Know All 4,▶ Striver,▶ NeetCode
314,Must Do,https://leetcode.com/problems/binary-tree-postorder-traversal,Trees,Tree Traversals — Must Know All 4,▶ Striver,▶ NeetCode
315,Must Do,https://leetcode.com/problems/maximum-depth-of-binary-tree,Trees,Traversal & Search,▶ Striver,▶ NeetCode
316,Must Do,https://leetcode.com/problems/minimum-depth-of-binary-tree,Trees,Traversal & Search,,
317,Must Do,https://leetcode.com/problems/symmetric-tree,Trees,Mirror & Symmetry,▶ Striver,▶ NeetCode
318,Must Do,https://leetcode.com/problems/same-tree,Trees,Mirror & Symmetry,▶ Striver,▶ NeetCode
319,Must Do,https://leetcode.com/problems/invert-binary-tree,Trees,Mirror & Symmetry,▶ Striver,▶ NeetCode
320,Must Do,https://leetcode.com/problems/balanced-binary-tree,Trees,Validation & Properties,▶ Striver,▶ NeetCode
321,Must Do,https://leetcode.com/problems/path-sum,Trees,Path Sum & Root to Leaf,,
322,Must Do,https://leetcode.com/problems/binary-tree-level-order-traversal,Trees,Traversal,▶ Striver,▶ NeetCode
323,Must Do,https://leetcode.com/problems/binary-tree-right-side-view,Trees,Traversal,▶ Striver,▶ NeetCode
324,Must Do,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,Trees,Traversal,▶ Striver,▶ NeetCode
325,Must Do,https://leetcode.com/problems/diameter-of-binary-tree,Trees,Traversal & Search,▶ Striver,▶ NeetCode
326,Must Do,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,Trees,Traversal & Search,▶ Striver,▶ NeetCode
327,Must Do,https://leetcode.com/problems/path-sum-ii,Trees,Path Sum & Root to Leaf,,
328,Must Do,https://leetcode.com/problems/flatten-binary-tree-to-linked-list,Trees,Tree Traversals — Must Know All 4,▶ Striver,▶ NeetCode
329,Must Do,https://leetcode.com/problems/binary-tree-maximum-path-sum,Trees,Path Sum & Root to Leaf,▶ Striver,▶ NeetCode
330,Must Do,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,Trees,Tree Construction,▶ Striver,▶ NeetCode
331,Must Do,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,Trees,Traversal,▶ Striver,▶ NeetCode
332,Must Do,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,Trees,Tree Construction,,
333,Must Do,https://leetcode.com/problems/validate-binary-search-tree,Trees,Traversal & Search,▶ Striver,▶ NeetCode
334,Must Do,https://leetcode.com/problems/kth-smallest-element-in-a-bst,Trees,Traversal & Search,▶ Striver,▶ NeetCode
335,Must Do,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,Trees,Traversal & Search,▶ Striver,▶ NeetCode
336,Must Do,https://leetcode.com/problems/delete-node-in-a-bst,Trees,Tree Construction,▶ Striver,▶ NeetCode
337,Must Do,https://leetcode.com/problems/recover-binary-search-tree,Trees,Construction,▶ Striver,▶ NeetCode
338,Must Do,https://leetcode.com/problems/kth-largest-element-in-a-stream,Trees,Finding Kth Largest/Smallest,▶ Striver,▶ NeetCode
339,Must Do,https://leetcode.com/problems/top-k-frequent-elements,Trees,Top K Frequent Elements,▶ Striver,▶ NeetCode
340,Must Do,https://leetcode.com/problems/top-k-frequent-words,Trees,Top K Frequent Elements,,
341,Must Do,https://leetcode.com/problems/k-closest-points-to-origin,Trees,Top K Frequent Elements,,
342,Must Do,https://leetcode.com/problems/task-scheduler,Trees,Top K Frequent Elements,▶ Striver,▶ NeetCode
343,Must Do,https://leetcode.com/problems/reorganize-string,Trees,Top K Frequent Elements,,
344,Must Do,https://leetcode.com/problems/find-median-from-data-stream,Trees,Finding Kth Largest/Smallest,▶ Striver,▶ NeetCode
345,Must Do,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,Trees,Merge K Lists,,
346,Must Do,https://leetcode.com/problems/sliding-window-median,Trees,Design with PQ,,
347,Extra,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,Trees,Construction,▶ Striver,▶ NeetCode
348,Extra,https://leetcode.com/problems/ipo,Trees,Design with PQ,,
349,Extra,https://leetcode.com/problems/ugly-number-ii,Trees,Design with PQ,,
350,Extra,https://www.interviewbit.com/problems/ways-to-form-max-heap,Trees,Design with PQ,,
351,Extra,https://leetcode.com/problems/find-k-th-smallest-pair-distance,Trees,Finding Kth Largest/Smallest,,
352,Extra,https://www.interviewbit.com/problems/kth-largest-element-in-the-array,Trees,Finding Kth Largest/Smallest,,
353,Extra,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,Trees,Merge K Lists,,
354,Extra,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,Trees,Merge K Lists,▶ Striver,▶ NeetCode
355,Extra,https://www.codechef.com/problems/MERGEKLISTS,Trees,Merge K Lists,,
356,Extra,https://leetcode.com/problems/flip-equivalent-binary-trees,Trees,Mirror & Symmetry,,
357,Extra,https://leetcode.com/problems/subtree-of-another-tree,Trees,Mirror & Symmetry,,
358,Extra,https://www.interviewbit.com/problems/symmetric-binary-tree,Trees,Mirror & Symmetry,,
359,Extra,https://leetcode.com/problems/smallest-string-starting-from-leaf,Trees,Path Sum & Root to Leaf,,
360,Extra,https://leetcode.com/problems/sum-root-to-leaf-numbers,Trees,Path Sum & Root to Leaf,,
361,Extra,https://www.interviewbit.com/problems/path-sum,Trees,Path Sum & Root to Leaf,,
362,Extra,https://codeforces.com/problemset/problem/1446/C,Trees,Top K Frequent Elements,,
363,Extra,https://leetcode.com/problems/sort-characters-by-frequency,Trees,Top K Frequent Elements,▶ Striver,▶ NeetCode
364,Extra,https://www.interviewbit.com/problems/n-max-pair-combinations,Trees,Top K Frequent Elements,,
365,Extra,https://codeforces.com/problemset/problem/1528/C,Trees,Traversal,,
366,Extra,https://leetcode.com/problems/n-ary-tree-level-order-traversal,Trees,Traversal,,
367,Extra,https://www.interviewbit.com/problems/inorder-traversal,Trees,Traversal,,
368,Extra,https://codeforces.com/problemset/problem/1017/E,Trees,Traversal & Search,,
369,Extra,https://www.interviewbit.com/problems/least-common-ancestor,Trees,Traversal & Search,,
370,Extra,https://codeforces.com/problemset/problem/1379/C,Trees,Tree Construction,,
371,Extra,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,Trees,Tree Construction,▶ Striver,▶ NeetCode
372,Extra,https://www.interviewbit.com/problems/sorted-array-to-balanced-bst,Trees,Tree Construction,,
373,Extra,https://www.codechef.com/problems/MIRRORT,Trees,Tree Traversals — Must Know All 4,,
374,Extra,https://www.geeksforgeeks.org/count-leaves-in-a-binary-tree,Trees,Tree Traversals — Must Know All 4,,
375,Extra,https://www.geeksforgeeks.org/level-order-tree-traversal,Trees,Tree Traversals — Must Know All 4,,
376,Extra,https://www.geeksforgeeks.org/write-a-c-program-to-find-the-maximum-depth-or-height-of-a-tree,Trees,Tree Traversals — Must Know All 4,,
377,Extra,https://leetcode.com/problems/check-completeness-of-a-binary-tree,Trees,Validation & Properties,,
378,Extra,https://leetcode.com/problems/count-complete-tree-nodes,Trees,Validation & Properties,▶ Striver,▶ NeetCode
379,Extra,https://leetcode.com/problems/cousins-in-binary-tree,Trees,Validation & Properties,,
380,Extra,https://leetcode.com/problems/find-leaves-of-binary-tree,Trees,Validation & Properties,,
381,Extra,https://leetcode.com/problems/maximum-width-of-binary-tree,Trees,Validation & Properties,▶ Striver,▶ NeetCode
382,Extra,https://leetcode.com/problems/sum-of-left-leaves,Trees,Validation & Properties,,
383,Extra,https://www.codechef.com/problems/TREEROOT,Trees,Validation & Properties,,
384,Extra,https://www.interviewbit.com/problems/valid-binary-search-tree,Trees,Validation & Properties,,
385,Must Do,https://leetcode.com/problems/last-stone-weight,Heaps,Heap Fundamentals & Top K Pattern,,
386,Must Do,https://leetcode.com/problems/relative-ranks,Heaps,Heap Fundamentals & Top K Pattern,,
387,Must Do,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,Heaps,Heap Fundamentals & Top K Pattern,,
388,Must Do,https://leetcode.com/problems/take-gifts-from-the-richest-pile,Heaps,Heap Fundamentals & Top K Pattern,,
389,Good To Do,https://www.codechef.com/problems/CHEFSQ,Heaps,Heap Fundamentals & Top K Pattern,,
390,Good To Do,https://www.geeksforgeeks.org/binary-heap,Heaps,Heap Fundamentals & Top K Pattern,▶ Striver,▶ NeetCode
391,Good To Do,https://www.interviewbit.com/problems/magician-and-chocolates,Heaps,Heap Fundamentals & Top K Pattern,,
392,Must Do,https://leetcode.com/problems/min-cost-climbing-stairs,Dynamic Programming,1D DP — Linear Problems,,
393,Must Do,https://leetcode.com/problems/n-th-tribonacci-number,Dynamic Programming,1D DP — Linear Problems,,
394,Must Do,https://leetcode.com/problems/divisor-game,Dynamic Programming,1D DP — Linear Problems,,
395,Must Do,https://leetcode.com/problems/house-robber,Dynamic Programming,1D DP — Linear Problems,▶ Striver,▶ NeetCode
396,Must Do,https://leetcode.com/problems/house-robber-ii,Dynamic Programming,1D DP — Linear Problems,▶ Striver,▶ NeetCode
397,Must Do,https://leetcode.com/problems/jump-game-ii,Dynamic Programming,1D DP — Linear Problems,▶ Striver,▶ NeetCode
398,Must Do,https://leetcode.com/problems/longest-valid-parentheses,Dynamic Programming,1D DP — Linear Problems,,
399,Good To Do,https://codeforces.com/problemset/problem/1613/C,Dynamic Programming,1D DP — Linear Problems,,
400,Good To Do,https://www.codechef.com/problems/FROGV,Dynamic Programming,1D DP — Linear Problems,,
401,Good To Do,https://www.geeksforgeeks.org/count-ways-reach-nth-stair,Dynamic Programming,1D DP — Linear Problems,,
402,Good To Do,https://www.geeksforgeeks.org/min-cost-path-dp-6,Dynamic Programming,1D DP — Linear Problems,,
403,Good To Do,https://www.geeksforgeeks.org/minimum-cost-to-reach-last-stone,Dynamic Programming,1D DP — Linear Problems,,
404,Good To Do,https://www.interviewbit.com/problems/longest-increasing-subsequence,Dynamic Programming,1D DP — Linear Problems,,
405,Must Do,https://leetcode.com/problems/pascals-triangle-ii,Dynamic Programming,2D DP — Grid & String Problems,,
406,Must Do,https://leetcode.com/problems/pascals-triangle,Dynamic Programming,"2D DP — Grid, Knapsack & String Problems",▶ Striver,▶ NeetCode
407,Must Do,https://leetcode.com/problems/is-subsequence,Dynamic Programming,"2D DP — Grid, Knapsack & String Problems",,
408,Must Do,https://leetcode.com/problems/jump-game,Dynamic Programming,Optimal Substructure,▶ Striver,▶ NeetCode
409,Must Do,https://leetcode.com/problems/coin-change,Dynamic Programming,Optimal Substructure,▶ Striver,▶ NeetCode
410,Must Do,https://leetcode.com/problems/longest-increasing-subsequence,Dynamic Programming,Optimal Substructure,▶ Striver,▶ NeetCode
411,Must Do,https://leetcode.com/problems/word-break,Dynamic Programming,Optimal Substructure,,
412,Must Do,https://leetcode.com/problems/maximum-product-subarray,Dynamic Programming,Optimal Substructure,▶ Striver,▶ NeetCode
413,Must Do,https://leetcode.com/problems/unique-paths,Dynamic Programming,Optimal Substructure,▶ Striver,▶ NeetCode
414,Must Do,https://leetcode.com/problems/unique-paths-ii,Dynamic Programming,Counting Problems,▶ Striver,▶ NeetCode
415,Must Do,https://leetcode.com/problems/minimum-path-sum,Dynamic Programming,Optimal Substructure,▶ Striver,▶ NeetCode
416,Must Do,https://leetcode.com/problems/longest-common-subsequence,Dynamic Programming,Optimal Substructure,▶ Striver,▶ NeetCode
417,Must Do,https://leetcode.com/problems/edit-distance,Dynamic Programming,Optimal Substructure,▶ Striver,▶ NeetCode
418,Must Do,https://leetcode.com/problems/coin-change-ii,Dynamic Programming,Counting Problems,▶ Striver,▶ NeetCode
419,Must Do,https://leetcode.com/problems/partition-equal-subset-sum,Dynamic Programming,Knapsack Problems,▶ Striver,▶ NeetCode
420,Must Do,https://leetcode.com/problems/target-sum,Dynamic Programming,Knapsack Problems,▶ Striver,▶ NeetCode
421,Must Do,https://www.interviewbit.com/problems/0-1-knapsack,Dynamic Programming,Knapsack Problems,,
422,Must Do,https://leetcode.com/problems/burst-balloons,Dynamic Programming,Interval / Range DP,▶ Striver,▶ NeetCode
423,Must Do,https://leetcode.com/problems/distinct-subsequences,Dynamic Programming,Counting Problems,▶ Striver,▶ NeetCode
424,Extra,https://www.geeksforgeeks.org/count-possible-paths-top-left-bottom-right-nxm-matrix,Dynamic Programming,"2D DP — Grid, Knapsack & String Problems",,
425,Extra,https://www.geeksforgeeks.org/longest-common-subsequence-dp-4,Dynamic Programming,"2D DP — Grid, Knapsack & String Problems",,
426,Extra,https://www.geeksforgeeks.org/matrix-chain-multiplication-dp-8,Dynamic Programming,"2D DP — Grid, Knapsack & String Problems",▶ Striver,▶ NeetCode
427,Extra,https://www.interviewbit.com/problems/dungeon-princess,Dynamic Programming,"2D DP — Grid, Knapsack & String Problems",,
428,Extra,https://codeforces.com/problemset/problem/1463/D,Dynamic Programming,Counting Problems,,
429,Extra,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options,Dynamic Programming,Counting Problems,,
430,Extra,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,Dynamic Programming,Counting Problems,,
431,Extra,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,Dynamic Programming,Counting Problems,,
432,Extra,https://www.codechef.com/problems/COINS,Dynamic Programming,Counting Problems,,
433,Extra,https://www.interviewbit.com/problems/stairs,Dynamic Programming,Counting Problems,,
434,Extra,https://codeforces.com/problemset/problem/1527/E,Dynamic Programming,Interval / Range DP,,
435,Extra,https://leetcode.com/problems/minimum-score-triangulation-of-polygon,Dynamic Programming,Interval / Range DP,,
436,Extra,https://leetcode.com/problems/palindrome-partitioning-ii,Dynamic Programming,Interval / Range DP,▶ Striver,▶ NeetCode
437,Extra,https://leetcode.com/problems/remove-boxes,Dynamic Programming,Interval / Range DP,,
438,Extra,https://leetcode.com/problems/strange-printer,Dynamic Programming,Interval / Range DP,,
439,Extra,https://leetcode.com/problems/minimum-cost-to-merge-stones,Dynamic Programming,Interval/Range DP,,
440,Extra,https://leetcode.com/problems/last-stone-weight-ii,Dynamic Programming,Knapsack Problems,,
441,Extra,https://leetcode.com/problems/ones-and-zeroes,Dynamic Programming,Knapsack Problems,,
442,Extra,https://www.codechef.com/problems/KNAPSACK,Dynamic Programming,Knapsack Problems,,
443,Extra,https://www.geeksforgeeks.org/0-1-knapsack-problem-dp-10,Dynamic Programming,Knapsack Problems,▶ Striver,▶ NeetCode
444,Extra,https://codeforces.com/problemset/problem/1526/C,Dynamic Programming,Optimal Substructure,,
445,Extra,https://www.interviewbit.com/problems/longest-common-subsequence,Dynamic Programming,Optimal Substructure,,
446,Extra,https://codeforces.com/problemset/problem/678/E,Dynamic Programming,Probability & Expectations,,
447,Extra,https://leetcode.com/problems/knight-probability-in-chessboard,Dynamic Programming,Probability & Expectations,,
448,Extra,https://leetcode.com/problems/new-21-game,Dynamic Programming,Probability & Expectations,,
449,Extra,https://leetcode.com/problems/soup-servings,Dynamic Programming,Probability & Expectations,,
450,Extra,https://leetcode.com/problems/toss-strange-coins,Dynamic Programming,Probability & Expectations,,
451,Extra,https://www.geeksforgeeks.org/find-probability-path-matrix,Dynamic Programming,Probability & Expectations,,
452,Must Do,https://leetcode.com/problems/find-center-of-star-graph,Graphs,Graph Basics — BFS & DFS,,
453,Must Do,https://leetcode.com/problems/employee-importance,Graphs,Graph Basics — BFS & DFS,,
454,Must Do,https://leetcode.com/problems/shortest-path-to-get-all-keys,Graphs,Graph Basics — BFS & DFS,,
455,Must Do,https://leetcode.com/problems/find-if-path-exists-in-graph,Graphs,Graph BFS & DFS Basics,,
456,Must Do,https://leetcode.com/problems/flood-fill,Graphs,Graph BFS & DFS Basics,▶ Striver,▶ NeetCode
457,Must Do,https://leetcode.com/problems/island-perimeter,Graphs,Graph BFS & DFS Basics,,
458,Must Do,https://leetcode.com/problems/number-of-islands,Graphs,Finding Connected Components,▶ Striver,▶ NeetCode
459,Must Do,https://leetcode.com/problems/max-area-of-island,Graphs,Finding Connected Components,,
460,Must Do,https://leetcode.com/problems/rotting-oranges,Graphs,Shortest Path Finding,▶ Striver,▶ NeetCode
461,Must Do,https://leetcode.com/problems/01-matrix,Graphs,Graph BFS & DFS Basics,▶ Striver,▶ NeetCode
462,Must Do,https://leetcode.com/problems/number-of-provinces,Graphs,Finding Connected Components,▶ Striver,▶ NeetCode
463,Must Do,https://leetcode.com/problems/clone-graph,Graphs,Graph BFS & DFS Basics,,
464,Must Do,https://leetcode.com/problems/course-schedule,Graphs,Cycle Detection,▶ Striver,▶ NeetCode
465,Must Do,https://leetcode.com/problems/course-schedule-ii,Graphs,Cycle Detection,▶ Striver,▶ NeetCode
466,Must Do,https://leetcode.com/problems/word-ladder,Graphs,Shortest Path Finding,▶ Striver,▶ NeetCode
467,Must Do,https://leetcode.com/problems/find-the-town-judge,Graphs,"Shortest Path, MST & Union-Find",,
468,Must Do,https://leetcode.com/problems/network-delay-time,Graphs,Shortest Path Finding,▶ Striver,▶ NeetCode
469,Must Do,https://leetcode.com/problems/path-with-minimum-effort,Graphs,Shortest Path Finding,▶ Striver,▶ NeetCode
470,Must Do,https://leetcode.com/problems/cheapest-flights-within-k-stops,Graphs,Shortest Path Finding,▶ Striver,▶ NeetCode
471,Must Do,https://leetcode.com/problems/is-graph-bipartite,Graphs,Graph Coloring / Bipartite,▶ Striver,▶ NeetCode
472,Must Do,https://leetcode.com/problems/redundant-connection,Graphs,Cycle Detection,,
473,Must Do,https://leetcode.com/problems/min-cost-to-connect-all-points,Graphs,Minimum Spanning Tree,,
474,Must Do,https://leetcode.com/problems/find-eventual-safe-states,Graphs,Cycle Detection,▶ Striver,▶ NeetCode
475,Must Do,https://leetcode.com/problems/word-ladder-ii,Graphs,"Shortest Path, MST & Union-Find",▶ Striver,▶ NeetCode
476,Must Do,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,Graphs,DAG Traversal (Topological Sort),,
477,Extra,https://codeforces.com/problemset/problem/1385/E,Graphs,Cycle Detection,,
478,Extra,https://www.geeksforgeeks.org/detect-cycle-in-a-graph,Graphs,Cycle Detection,▶ Striver,▶ NeetCode
479,Extra,https://www.geeksforgeeks.org/given-sorted-dictionary-find-precedence-characters,Graphs,DAG Traversal,▶ Striver,▶ NeetCode
480,Extra,https://www.geeksforgeeks.org/topological-sorting,Graphs,DAG Traversal,▶ Striver,▶ NeetCode
481,Extra,https://codeforces.com/problemset/problem/510/C,Graphs,DAG Traversal (Topological Sort),,
482,Extra,https://leetcode.com/problems/parallel-courses,Graphs,DAG Traversal (Topological Sort),,
483,Extra,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies,Graphs,DAG Traversal (Topological Sort),,
484,Extra,https://codeforces.com/problemset/problem/1551/D,Graphs,Finding Connected Components,,
485,Extra,https://leetcode.com/problems/count-sub-islands,Graphs,Finding Connected Components,,
486,Extra,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,Graphs,Finding Connected Components,,
487,Extra,https://codeforces.com/problemset/problem/1353/B,Graphs,Graph BFS & DFS Basics,,
488,Extra,https://www.codechef.com/problems/BFSEXAM,Graphs,Graph BFS & DFS Basics,,
489,Extra,https://www.geeksforgeeks.org/breadth-first-search-or-bfs-for-a-graph,Graphs,Graph BFS & DFS Basics,,
490,Extra,https://www.geeksforgeeks.org/depth-first-search-or-dfs-for-a-graph,Graphs,Graph BFS & DFS Basics,▶ Striver,▶ NeetCode
491,Extra,https://www.geeksforgeeks.org/graph-and-its-representations,Graphs,Graph BFS & DFS Basics,▶ Striver,▶ NeetCode
492,Extra,https://www.interviewbit.com/problems/path-in-directed-graph,Graphs,Graph BFS & DFS Basics,,
493,Extra,https://www.geeksforgeeks.org/graph-coloring-applications,Graphs,Graph Coloring,,
494,Extra,https://www.geeksforgeeks.org/m-coloring-problem-backtracking-5,Graphs,Graph Coloring,,
495,Extra,https://codeforces.com/problemset/problem/1537/C,Graphs,Graph Coloring / Bipartite,,
496,Extra,https://leetcode.com/problems/flower-planting-with-no-adjacent,Graphs,Graph Coloring / Bipartite,,
497,Extra,https://leetcode.com/problems/possible-bipartition,Graphs,Graph Coloring / Bipartite,,
498,Extra,https://www.interviewbit.com/problems/graph-coloring,Graphs,Graph Coloring / Bipartite,,
499,Extra,https://codeforces.com/problemset/problem/1468/G,Graphs,Minimum Spanning Tree,,
500,Extra,https://leetcode.com/problems/connecting-cities-with-minimum-cost,Graphs,Minimum Spanning Tree,,
501,Extra,https://leetcode.com/problems/number-of-operations-to-make-network-connected,Graphs,Minimum Spanning Tree,▶ Striver,▶ NeetCode
502,Extra,https://www.codechef.com/problems/MST,Graphs,Minimum Spanning Tree,,
503,Extra,https://www.geeksforgeeks.org/minimum-cost-to-supply-water-to-all-houses-in-a-village,Graphs,Minimum Spanning Tree,,
504,Extra,https://codeforces.com/problemset/problem/1486/E,Graphs,Shortest Path Finding,,
505,Extra,https://leetcode.com/problems/bus-routes,Graphs,Shortest Path Finding,,
506,Extra,https://leetcode.com/problems/jump-game-iii,Graphs,Shortest Path Finding,,
507,Extra,https://leetcode.com/problems/minimum-genetic-mutation,Graphs,Shortest Path Finding,,
508,Extra,https://leetcode.com/problems/shortest-path-in-binary-matrix,Graphs,Shortest Path Finding,▶ Striver,▶ NeetCode
509,Extra,https://www.codechef.com/problems/DIGJUMP,Graphs,Shortest Path Finding,,
510,Extra,https://www.interviewbit.com/problems/dijkstras,Graphs,Shortest Path Finding,,
511,Extra,https://leetcode.com/problems/critical-connections-in-a-network,Graphs,"Shortest Path, MST & Union-Find",▶ Striver,▶ NeetCode
512,Extra,https://www.geeksforgeeks.org/dijkstras-shortest-path-algorithm-greedy-algo-7,Graphs,"Shortest Path, MST & Union-Find",,
513,Extra,https://www.geeksforgeeks.org/kruskals-minimum-spanning-tree-algorithm-greedy-algo-2,Graphs,"Shortest Path, MST & Union-Find",▶ Striver,▶ NeetCode
514,Extra,https://www.geeksforgeeks.org/union-find,Graphs,"Shortest Path, MST & Union-Find",▶ Striver,▶ NeetCode
